Treatment,Replicate,Value
Treatment A,Rep2,123.02275360076004
Treatment A,Rep2,130.19856706730297
Treatment A,Rep2,123.75950090476518
Treatment A,Rep2,120.24058967667972
Treatment A,Rep2,116.01973888982545
Treatment A,Rep2,126.1410078851146
Treatment A,Rep2,130.48535878312202
Treatment A,Rep2,140.56194441436034
Treatment A,Rep2,138.45711044784474
Treatment A,Rep2,131.43925931145637
Treatment A,Rep2,149.8165733182165
Treatment A,Rep2,131.79021646832942
Treatment A,Rep2,120.22503681957741
Treatment A,Rep2,147.438721795013
Treatment A,Rep2,138.35487862008944
Treatment A,Rep2,116.31486180223726
Treatment A,Rep2,115.44289914723862
Treatment A,Rep2,133.46236999618148
Treatment A,Rep2,127.50853187086217
Treatment A,Rep2,123.30081083141957
Treatment A,Rep2,114.3664970304161
Treatment A,Rep2,131.8829685400584
Treatment A,Rep2,124.61554412236048
Treatment A,Rep2,135.33588128527614
Treatment A,Rep2,118.4072400881016
Treatment A,Rep2,122.19302528954434
Treatment A,Rep2,119.1456346528793
Treatment A,Rep2,124.22488541262173
Treatment A,Rep2,130.8669242517881
Treatment A,Rep2,129.13637499453
Treatment A,Rep2,148.62652017314502
Treatment A,Rep2,131.55730155084686
Treatment A,Rep2,137.7368003776759
Treatment A,Rep2,131.66193653180554
Treatment A,Rep2,114.77250635208388
Treatment A,Rep2,130.96477031973055
Treatment A,Rep2,107.96117742650719
Treatment A,Rep2,120.77319217855481
Treatment A,Rep2,140.16387705285806
Treatment A,Rep2,129.3950576867666
Treatment A,Rep2,126.48749454801316
Treatment A,Rep2,123.37164937412109
Treatment A,Rep2,117.55866972488501
Treatment A,Rep2,120.40361339421293
Treatment A,Rep2,115.32315715261404
Treatment A,Rep2,126.84954934160179
Treatment A,Rep2,126.24270253628993
Treatment A,Rep2,136.3680694655184
Treatment A,Rep2,120.99369295054305
Treatment A,Rep2,142.4462803324022
Treatment A,Rep2,132.25023890155018
Treatment A,Rep2,118.76417125942844
Treatment A,Rep2,135.2048171845729
Treatment A,Rep2,129.00098771499484
Treatment A,Rep2,127.12515115597856
Treatment A,Rep2,133.60420147822958
Treatment A,Rep2,133.3469615699676
Treatment A,Rep2,129.5631659440749
Treatment A,Rep2,118.54915742929727
Treatment A,Rep2,127.048843702179
Treatment A,Rep2,119.42697788133317
Treatment A,Rep2,123.1203316768615
Treatment A,Rep2,124.67969559744355
Treatment A,Rep2,137.92327857010514
Treatment A,Rep2,118.58300447018038
Treatment A,Rep2,139.1449293702036
Treatment A,Rep2,139.1938875512116
Treatment A,Rep2,145.90149898367054
Treatment A,Rep2,123.62227328377945
Treatment A,Rep2,125.72171188998433
Treatment A,Rep2,128.75138406272023
Treatment A,Rep2,127.51082959270123
Treatment A,Rep2,116.14358427776867
Treatment A,Rep2,138.28124611693818
Treatment A,Rep2,127.48582975123593
Treatment A,Rep2,124.90409859326023
Treatment A,Rep2,118.5364687707009
Treatment A,Rep2,142.09596582446966
Treatment A,Rep2,133.18453517208354
Treatment A,Rep2,147.8293283557486
Treatment A,Rep2,118.32827596879626
Treatment A,Rep2,126.76648223403902
Treatment A,Rep2,125.05664817597412
Treatment A,Rep2,142.00888480538552
Treatment A,Rep2,121.47663366820726
Treatment A,Rep2,125.50591354549455
Treatment A,Rep2,125.70105600093548
Treatment A,Rep2,129.03006183083036
Treatment A,Rep2,124.3490451868864
Treatment A,Rep2,127.73827108280739
Treatment A,Rep2,132.63992339607145
Treatment A,Rep2,108.49115976461222
Treatment A,Rep2,127.42409322655506
Treatment A,Rep2,135.50519126156695
Treatment A,Rep2,132.61809312033515
Treatment A,Rep2,106.62988066504356
Treatment A,Rep2,134.1271171254447
Treatment A,Rep2,132.17803223866923
Treatment A,Rep2,131.28962598390484
Treatment A,Rep2,135.63405142251568
Treatment A,Rep2,139.53899773493197
Treatment A,Rep2,120.48403188326834
Treatment A,Rep2,134.48651449858124
Treatment A,Rep2,125.52112659449918
Treatment A,Rep2,128.31883715319285
Treatment A,Rep2,128.39017208769448
Treatment A,Rep2,137.21156943507495
Treatment A,Rep2,124.91559822385122
Treatment A,Rep2,119.378197586635
Treatment A,Rep2,139.41932610577828
Treatment A,Rep2,126.26122512156236
Treatment A,Rep2,122.04514543768438
Treatment A,Rep2,131.05809987078055
Treatment A,Rep2,135.15266028936458
Treatment A,Rep2,137.0139142581331
Treatment A,Rep2,135.98949475443845
Treatment A,Rep2,136.0700108091767
Treatment A,Rep2,113.08507981765493
Treatment A,Rep2,132.92813164740153
Treatment A,Rep2,128.86796764538033
Treatment A,Rep2,127.87548747732028
Treatment A,Rep2,147.5481496355543
Treatment A,Rep2,123.97636017425893
Treatment A,Rep2,135.73174928634626
Treatment A,Rep2,124.73632035370422
Treatment A,Rep2,121.92543045819025
Treatment A,Rep2,128.70282867497977
Treatment A,Rep2,118.5333762363935
Treatment A,Rep2,117.98545208090248
Treatment A,Rep2,123.63841495806076
Treatment A,Rep2,113.16269748631366
Treatment A,Rep2,128.29415804290326
Treatment A,Rep2,121.02377865601865
Treatment A,Rep2,123.00038390776048
Treatment A,Rep2,119.3191647711834
Treatment A,Rep2,128.31766782363712
Treatment A,Rep2,138.2546243204294
Treatment A,Rep2,148.5846509003121
Treatment A,Rep2,148.63465958113594
Treatment A,Rep2,123.26894001344162
Treatment A,Rep2,106.37790727400257
Treatment A,Rep2,133.6800787525878
Treatment A,Rep2,135.39233673781504
Treatment A,Rep2,126.07256275518412
Treatment A,Rep2,132.63799455113258
Treatment A,Rep2,141.54690801650256
Treatment A,Rep2,134.4741704141699
Treatment A,Rep2,123.96441080432716
Treatment A,Rep2,119.54310527302151
Treatment A,Rep2,121.16475595052384
Treatment A,Rep2,125.51976348695932
Treatment A,Rep2,131.10399583181248
Treatment A,Rep2,124.5772186792967
Treatment A,Rep2,141.30817630217626
Treatment A,Rep2,117.74562504082381
Treatment A,Rep2,121.84970720269065
Treatment A,Rep2,134.17847736348125
Treatment A,Rep2,125.93398729700326
Treatment A,Rep2,136.72647774873377
Treatment A,Rep2,141.5237971269824
Treatment A,Rep2,130.71555070174642
Treatment A,Rep2,124.05851953383353
Treatment A,Rep2,131.27522030075536
Treatment A,Rep2,136.9314924770912
Treatment A,Rep2,120.62993511745651
Treatment A,Rep2,123.70044713964828
Treatment A,Rep2,125.43386967897331
Treatment A,Rep2,121.70040060034445
Treatment A,Rep2,123.72629743285962
Treatment A,Rep2,127.31839747137263
Treatment A,Rep2,119.55441063601675
Treatment A,Rep2,131.05863037490673
Treatment A,Rep2,122.92216747069418
Treatment A,Rep2,143.516034441978
Treatment A,Rep2,120.55701561581627
Treatment A,Rep2,134.41803404316
Treatment A,Rep2,126.83648270097859
Treatment A,Rep2,121.86602823177861
Treatment A,Rep2,129.02083820426213
Treatment A,Rep2,120.83672129326936
Treatment A,Rep2,133.2811255991599
Treatment A,Rep2,128.44831929641015
Treatment A,Rep2,126.76853277352157
Treatment A,Rep2,123.45021031152133
Treatment A,Rep2,143.22453219270022
Treatment A,Rep2,106.74917395812814
Treatment A,Rep2,129.34904837324257
Treatment A,Rep2,124.47003040794787
Treatment A,Rep2,137.10322714279587
Treatment A,Rep2,111.59040327566659
Treatment A,Rep2,145.32763008460546
Treatment A,Rep2,121.36915516567845
Treatment A,Rep2,118.79588663167894
Treatment A,Rep2,116.44685815694595
Treatment A,Rep2,116.27165091997527
Treatment A,Rep2,122.05369962822085
Treatment A,Rep2,119.04103762218014
Treatment A,Rep2,126.93347464197177
Treatment A,Rep2,141.80316283792337
Treatment A,Rep2,120.838695374057
Treatment A,Rep2,126.09894639559647
Treatment A,Rep2,127.30913854298363
Treatment A,Rep2,136.83258392645467
Treatment A,Rep2,118.44678396488999
Treatment A,Rep2,122.79034148302532
Treatment A,Rep2,143.1726578985726
Treatment A,Rep2,131.83104982989715
Treatment A,Rep2,121.95102823723819
Treatment A,Rep2,136.2508162822164
Treatment A,Rep2,119.23227073278164
Treatment A,Rep2,130.91067171555792
Treatment A,Rep2,119.33557045084073
Treatment A,Rep2,126.339215591997
Treatment A,Rep2,119.66912725279138
Treatment A,Rep2,113.3795659460838
Treatment A,Rep2,120.38041511027593
Treatment A,Rep2,140.18127848911413
Treatment A,Rep2,102.4478067880165
Treatment A,Rep2,126.6272301965624
Treatment A,Rep2,142.5427458806538
Treatment A,Rep2,109.80887580368564
Treatment A,Rep2,120.13576796148861
Treatment A,Rep2,124.07869047661059
Treatment A,Rep2,138.88751967310412
Treatment A,Rep2,121.93472975094228
Treatment A,Rep2,122.84139909278997
Treatment A,Rep2,127.71774396461727
Treatment A,Rep2,118.28974015344397
Treatment A,Rep2,122.30105560261995
Treatment A,Rep2,119.25577589052587
Treatment A,Rep2,123.4016077411425
Treatment A,Rep2,123.15194150840519
Treatment A,Rep2,118.84801607549379
Treatment A,Rep2,119.57845250169933
Treatment A,Rep2,119.486536873164
Treatment A,Rep2,141.99383708980056
Treatment A,Rep2,119.59148933125212
Treatment A,Rep2,133.0410799702935
Treatment A,Rep2,129.85606347260403
Treatment A,Rep2,130.9726922499916
Treatment A,Rep2,100.78096783524614
Treatment A,Rep2,143.62865416227564
Treatment A,Rep2,125.09727770831552
Treatment A,Rep2,118.03288365429663
Treatment A,Rep2,133.17864053059844
Treatment A,Rep2,117.49254180302985
Treatment A,Rep2,109.87005995389691
Treatment A,Rep2,125.29524177551123
Treatment A,Rep2,142.47866047315506
Treatment A,Rep2,113.85652465780854
Treatment A,Rep2,135.78595399186958
Treatment A,Rep2,124.0398993855991
Treatment A,Rep2,140.1954524965231
Treatment A,Rep2,115.52335607836956
Treatment A,Rep2,128.97531516594321
Treatment A,Rep2,114.71027846946869
Treatment A,Rep2,117.66240550968858
Treatment A,Rep2,119.19330544405278
Treatment A,Rep2,150.14316652160522
Treatment A,Rep2,138.7596707398776
Treatment A,Rep2,137.79885463804916
Treatment A,Rep2,138.66883596824988
Treatment A,Rep2,143.5964805321231
Treatment A,Rep2,126.51023652740183
Treatment A,Rep2,125.35665857873842
Treatment A,Rep2,107.03258436088326
Treatment A,Rep2,120.29506075699312
Treatment A,Rep2,112.49256788957176
Treatment A,Rep2,130.1996490502408
Treatment A,Rep2,129.3877727123646
Treatment A,Rep2,117.5409020557871
Treatment A,Rep2,117.69695230508843
Treatment A,Rep2,129.53944655039587
Treatment A,Rep2,143.55060576767244
Treatment A,Rep2,146.31810547882563
Treatment A,Rep2,124.43656049886263
Treatment A,Rep2,125.93552238987392
Treatment A,Rep2,130.8235958549624
Treatment A,Rep2,111.52402107788069
Treatment A,Rep2,116.61144009451795
Treatment A,Rep2,107.19097275042739
Treatment A,Rep2,128.8394347101238
Treatment A,Rep2,119.00327015582278
Treatment A,Rep2,127.1329867618223
Treatment A,Rep2,128.32763497832994
Treatment A,Rep2,133.00142178640814
Treatment A,Rep2,134.9087153386538
Treatment A,Rep2,134.9661958148125
Treatment A,Rep2,127.75745526235762
Treatment A,Rep2,126.16203760295832
Treatment A,Rep2,131.20008615401633
Treatment A,Rep2,135.07311947928034
Treatment A,Rep2,124.8222565435615
Treatment A,Rep2,135.32414291850668
Treatment A,Rep2,134.1972300782251
Treatment A,Rep2,113.65018692648843
Treatment A,Rep2,127.78563137966258
Treatment A,Rep2,134.10603512990497
Treatment A,Rep2,127.2479145755744
Treatment A,Rep2,112.81307757607169
Treatment A,Rep2,141.14183969542773
Treatment A,Rep2,113.01352950267841
Treatment A,Rep2,132.64948846716874
Treatment A,Rep2,134.24888000013067
Treatment A,Rep2,127.20816813564922
Treatment A,Rep2,124.63216949857672
Treatment A,Rep2,137.071123432814
Treatment A,Rep2,135.14183948624037
Treatment A,Rep2,122.3873455752803
Treatment A,Rep2,124.99191202609784
Treatment A,Rep2,127.8945642717485
Treatment A,Rep2,129.15819977659294
Treatment A,Rep2,133.8040763697326
Treatment A,Rep2,137.36408708213943
Treatment A,Rep2,132.67074646459454
Treatment A,Rep2,132.9450761647397
Treatment A,Rep2,133.6943213058275
Treatment A,Rep2,123.7177015861037
Treatment A,Rep2,124.55562442431365
Treatment A,Rep2,123.86695261413607
Treatment A,Rep2,141.2949226722134
Treatment A,Rep2,119.0196408430626
Treatment A,Rep2,118.94304292621392
Treatment A,Rep2,122.57685654921082
Treatment A,Rep2,129.40608911062282
Treatment A,Rep2,130.95638463234138
Treatment A,Rep2,140.96993774972802
Treatment A,Rep2,117.17756944739432
Treatment A,Rep2,125.93299073379146
Treatment A,Rep2,141.77312181020227
Treatment A,Rep2,124.89769075991714
Treatment A,Rep2,130.6839812211963
Treatment A,Rep2,127.63767767226273
Treatment A,Rep2,134.73233218485024
Treatment A,Rep2,122.7058500928817
Treatment A,Rep2,116.99887915908256
Treatment A,Rep2,116.16556417917727
Treatment A,Rep2,140.27625399067165
Treatment A,Rep2,143.30039961739607
Treatment A,Rep2,119.47872500116222
Treatment A,Rep2,135.19470153783587
Treatment A,Rep2,128.05113758403337
Treatment A,Rep2,124.05954773224349
Treatment A,Rep2,139.88693151917133
Treatment A,Rep2,128.4194121586568
Treatment A,Rep2,144.0030899812086
Treatment A,Rep2,118.1128227955289
Treatment A,Rep2,133.511837174105
Treatment A,Rep2,125.37140637433019
Treatment A,Rep2,121.46801889909428
Treatment A,Rep2,133.1301190465532
Treatment A,Rep2,128.25963055013978
Treatment A,Rep2,123.64098438462928
Treatment A,Rep2,127.69996995084888
Treatment A,Rep2,120.59380141539312
Treatment A,Rep2,122.80367761307384
Treatment A,Rep2,143.43642114640903
Treatment A,Rep2,119.97497406440851
Treatment A,Rep2,117.09402546562757
Treatment A,Rep2,127.63589733835639
Treatment A,Rep2,136.12828838657182
Treatment A,Rep2,132.82835897359945
Treatment A,Rep2,122.85587524178106
Treatment A,Rep2,134.05913734300054
Treatment A,Rep2,140.5928488223169
Treatment A,Rep2,135.3945375783538
Treatment A,Rep2,126.63980578917231
Treatment A,Rep2,126.22855159647898
Treatment A,Rep2,141.22710981339458
Treatment A,Rep2,121.55908517866506
Treatment A,Rep2,122.52386178180782
Treatment A,Rep2,120.40668693767653
Treatment A,Rep2,142.8794713880463
Treatment A,Rep2,139.76345838645756
Treatment A,Rep2,112.58989900177922
Treatment A,Rep2,133.35991789428007
Treatment A,Rep2,118.11394314858836
Treatment A,Rep2,108.39757317247545
Treatment A,Rep2,128.2326955822858
Treatment A,Rep2,118.56012506058067
Treatment A,Rep2,124.53445779319281
Treatment A,Rep2,122.27645523356846
Treatment A,Rep2,116.58166419495853
Treatment A,Rep2,118.83486666079696
Treatment A,Rep2,135.63778505158504
Treatment A,Rep2,136.18125678286438
Treatment A,Rep2,128.2849084243816
Treatment A,Rep2,134.9781921817698
Treatment A,Rep2,128.89067613462637
Treatment A,Rep2,119.06947043164932
Treatment A,Rep2,113.10125178803676
Treatment A,Rep2,127.90814818753601
Treatment A,Rep2,146.08662908777794
Treatment A,Rep2,114.79526645307669
Treatment A,Rep2,131.35282726161927
Treatment A,Rep2,142.09275455782216
Treatment A,Rep2,124.02866307976356
Treatment A,Rep2,125.18321726161543
Treatment A,Rep2,129.98554302384977
Treatment A,Rep2,122.91704454964865
Treatment A,Rep2,125.80910701530536
Treatment A,Rep2,130.09123443550155
Treatment A,Rep2,131.4179173760728
Treatment A,Rep2,123.57362457918708
Treatment A,Rep2,136.60309641029872
Treatment A,Rep2,128.83507292863894
Treatment A,Rep2,137.5702453436825
Treatment A,Rep2,143.64760703772953
Treatment A,Rep2,123.84429487525829
Treatment A,Rep2,105.81179035928803
Treatment A,Rep2,121.39471250261927
Treatment A,Rep2,133.4158682286412
Treatment A,Rep2,127.01681351285931
Treatment A,Rep2,145.01246860341698
Treatment A,Rep2,121.09572959781026
Treatment A,Rep2,137.3235125788425
Treatment A,Rep2,141.62487889527335
Treatment A,Rep2,124.34495668468784
Treatment A,Rep2,131.8469615017463
Treatment A,Rep2,142.81001592993601
Treatment A,Rep2,114.56915465366927
Treatment A,Rep2,139.3955831184883
Treatment A,Rep2,130.5874111413632
Treatment A,Rep2,133.8650074644034
Treatment A,Rep2,123.10633703401969
Treatment A,Rep2,140.46213478259565
Treatment A,Rep2,124.94727078990493
Treatment A,Rep2,117.45844440682231
Treatment A,Rep2,127.87261248769087
Treatment A,Rep2,128.20677986794524
Treatment A,Rep2,147.38175933051738
Treatment A,Rep2,141.71495012879583
Treatment A,Rep2,117.51456463944453
Treatment A,Rep2,130.5341662598784
Treatment A,Rep2,130.4411870719107
Treatment A,Rep2,136.90222433259564
Treatment A,Rep2,131.43097840034292
Treatment A,Rep2,136.16966829224182
Treatment A,Rep2,103.29515628342973
Treatment A,Rep2,134.56291336690867
Treatment A,Rep2,118.63628317687885
Treatment A,Rep2,107.53295721661567
Treatment A,Rep2,145.95928738768467
Treatment A,Rep2,111.47355687065618
Treatment A,Rep2,123.75839688689346
Treatment A,Rep2,138.09294629007954
Treatment A,Rep2,146.6222639784648
Treatment A,Rep2,141.96853987078902
Treatment A,Rep2,136.87282445452084
Treatment A,Rep2,143.16772125569446
Treatment A,Rep2,125.94162090994811
Treatment A,Rep2,118.89133405485535
Treatment A,Rep2,113.77160858943193
Treatment A,Rep2,144.0595042653712
Treatment A,Rep2,114.34140934071553
Treatment A,Rep2,136.51636372345462
Treatment A,Rep2,117.60526183647293
Treatment A,Rep2,136.4151622557308
Treatment A,Rep2,138.95651163758504
Treatment A,Rep2,102.54327918118003
Treatment A,Rep2,127.17851410393163
Treatment A,Rep2,110.809722185889
Treatment A,Rep2,148.4903504426005
Treatment A,Rep2,135.34781871905554
Treatment A,Rep2,133.80579354065992
Treatment A,Rep2,130.777606836266
Treatment A,Rep2,127.49198843829575
Treatment A,Rep2,125.12812077134085
Treatment A,Rep2,137.50670950548772
Treatment A,Rep2,131.90107705832642
Treatment A,Rep2,135.57271174984925
Treatment A,Rep2,128.1835243224598
Treatment A,Rep2,114.34187647044455
Treatment A,Rep2,121.8851142942817
Treatment A,Rep2,116.26265314746375
Treatment A,Rep2,113.14565952268539
Treatment A,Rep2,130.05211893028803
Treatment A,Rep2,124.68187944249883
Treatment A,Rep2,120.12211228771974
Treatment A,Rep2,127.73648983855817
Treatment A,Rep2,126.30786356372073
Treatment A,Rep2,125.22279844138492
Treatment A,Rep2,123.94394328756734
Treatment A,Rep2,109.59360055159013
Treatment A,Rep2,110.28054566155703
Treatment A,Rep2,120.899665176297
Treatment A,Rep2,134.21753042876568
Treatment A,Rep2,117.79999597617403
Treatment A,Rep2,122.95883329346663
Treatment A,Rep2,124.73858797675928
Treatment A,Rep2,133.1522977442888
Treatment A,Rep2,121.26162155083821
Treatment A,Rep2,140.91481316553592
Treatment A,Rep2,140.52986822894678
Treatment A,Rep2,139.544153671645
Treatment A,Rep2,118.57054079578847
Treatment A,Rep2,128.094604006995
Treatment A,Rep2,116.06323704757318
Treatment A,Rep2,131.87927881668617
Treatment A,Rep2,128.50818525891975
Treatment A,Rep2,117.7660772272871
Treatment A,Rep2,132.70223115143727
Treatment A,Rep2,126.25095446424756
Treatment A,Rep2,121.67710414389279
Treatment A,Rep2,138.91206785240476
Treatment A,Rep2,138.52663801434085
Treatment A,Rep2,115.0486236163212
Treatment A,Rep2,101.63723010987903
Treatment A,Rep2,119.93388192184773
Treatment A,Rep2,136.64945720865694
Treatment A,Rep2,144.14386055543304
Treatment A,Rep2,113.61042478690737
Treatment A,Rep2,123.08271912829585
Treatment A,Rep2,118.54569515774469
Treatment A,Rep2,118.02625075734089
Treatment A,Rep2,115.92596924981892
Treatment A,Rep2,142.1246032989872
Treatment A,Rep2,119.44643602359224
Treatment A,Rep2,131.78872856837265
Treatment A,Rep2,116.78069442520233
Treatment A,Rep2,121.093698441055
Treatment A,Rep2,132.46743824430044
Treatment A,Rep2,128.35163093155273
Treatment A,Rep2,127.73792519644459
Treatment A,Rep2,135.68451133591554
Treatment A,Rep2,123.47094917436891
Treatment A,Rep2,148.73309190672177
Treatment A,Rep2,123.89437730686183
Treatment A,Rep2,115.74427910579092
Treatment A,Rep2,113.574898868896
Treatment A,Rep2,119.80341829786448
Treatment A,Rep2,131.11456552769144
Treatment A,Rep2,122.58711363152496
Treatment A,Rep2,117.18198670407435
Treatment A,Rep2,126.48623709251903
Treatment A,Rep2,141.34136676335433
Treatment A,Rep2,136.8896075158016
Treatment A,Rep2,128.1102046091718
Treatment A,Rep2,120.12794285353361
Treatment A,Rep2,123.80319713176183
Treatment A,Rep2,128.88040322738138
Treatment A,Rep2,135.43069541565535
Treatment A,Rep2,109.76721286663346
Treatment A,Rep2,117.76157025932639
Treatment A,Rep2,125.53516147175401
Treatment A,Rep2,127.14343408767391
Treatment A,Rep2,138.38667476399294
Treatment A,Rep2,120.52232415052626
Treatment A,Rep2,119.97638323698962
Treatment A,Rep2,138.40305375231537
Treatment A,Rep2,140.75623602960923
Treatment A,Rep2,136.4161161332446
Treatment A,Rep2,137.28803870442744
Treatment A,Rep2,126.73212512184926
Treatment A,Rep2,133.55422420022157
Treatment A,Rep2,149.34097444684681
Treatment A,Rep2,158.88998858984294
Treatment A,Rep2,120.0262657247252
Treatment A,Rep2,119.31114637935606
Treatment A,Rep2,120.89922875037992
Treatment A,Rep2,141.60875522446702
Treatment A,Rep2,130.68402898532048
Treatment A,Rep2,133.9047540672292
Treatment A,Rep2,123.09667061446603
Treatment A,Rep2,110.69030095710471
Treatment A,Rep2,125.3057727156357
Treatment A,Rep2,116.33343037517582
Treatment A,Rep2,127.65286769250162
Treatment A,Rep2,133.40815337690697
Treatment A,Rep2,113.68860842711408
Treatment A,Rep2,129.11646433830117
Treatment A,Rep2,132.82003365987276
Treatment A,Rep2,132.06690633011868
Treatment A,Rep2,114.80573959530894
Treatment A,Rep2,139.72748408622238
Treatment A,Rep2,132.91458187208033
Treatment A,Rep2,115.08535935255811
Treatment A,Rep2,123.28171138973781
Treatment A,Rep2,129.67568973671808
Treatment A,Rep2,136.8262670395925
Treatment A,Rep2,127.33124273263196
Treatment A,Rep2,126.75639444059954
Treatment A,Rep2,118.34818305881201
Treatment A,Rep2,128.3650200245442
Treatment A,Rep2,121.0922242601931
Treatment A,Rep2,119.0872783862036
Treatment A,Rep2,133.64897899276698
Treatment A,Rep2,125.05472947262992
Treatment A,Rep2,130.4492084047492
Treatment A,Rep2,129.96414056204236
Treatment A,Rep2,133.18074060163923
Treatment A,Rep2,119.67368664255575
Treatment A,Rep2,128.55580200191895
Treatment A,Rep2,126.55264894748055
Treatment A,Rep2,98.01872256302865
Treatment A,Rep2,124.24654772273911
Treatment A,Rep2,130.6210906561162
Treatment A,Rep2,132.25270030521818
Treatment A,Rep2,111.42191106113329
Treatment A,Rep2,142.0404663153671
Treatment A,Rep2,121.99491662104897
Treatment A,Rep2,117.391834624621
Treatment A,Rep2,124.67696690075368
Treatment A,Rep2,129.28287587894766
Treatment A,Rep2,123.88249190031192
Treatment A,Rep2,121.74477378756222
Treatment A,Rep2,149.52978060354388
Treatment A,Rep2,124.56437447489745
Treatment A,Rep2,128.3686408447732
Treatment A,Rep2,130.69178080374994
Treatment A,Rep2,118.29937395880994
Treatment A,Rep2,131.09113090452115
Treatment A,Rep2,120.37448755749057
Treatment A,Rep2,116.31823238393473
Treatment A,Rep2,133.25503429884822
Treatment A,Rep2,104.45230250809577
Treatment A,Rep2,131.18029987784246
Treatment A,Rep2,127.08935431352593
Treatment A,Rep2,117.66547137255405
Treatment A,Rep2,106.88101764952353
Treatment A,Rep2,102.94198658476947
Treatment A,Rep2,148.85792597359836
Treatment A,Rep2,123.54456307790183
Treatment A,Rep2,113.70281495909678
Treatment A,Rep2,131.48477804590883
Treatment A,Rep2,122.43679816887567
Treatment A,Rep2,123.82298389057456
Treatment A,Rep2,117.2325002164031
Treatment A,Rep2,130.9117217363075
Treatment A,Rep2,133.6700360723551
Treatment A,Rep2,120.43306250499057
Treatment A,Rep2,119.65661417495947
Treatment A,Rep2,93.47140557247911
Treatment A,Rep2,118.92258750684759
Treatment A,Rep2,118.64736872557869
Treatment A,Rep2,115.11067433809538
Treatment A,Rep2,129.3654390282382
Treatment A,Rep2,112.4652091570384
Treatment A,Rep2,123.86359405373015
Treatment A,Rep2,134.2773918742418
Treatment A,Rep2,125.48919267657874
Treatment A,Rep2,129.9794508478741
Treatment A,Rep2,124.69066969020159
Treatment A,Rep2,120.14622957933375
Treatment A,Rep2,118.88385840582494
Treatment A,Rep2,115.6124841280301
Treatment A,Rep2,142.2681027155216
Treatment A,Rep2,120.12389389861536
Treatment A,Rep2,117.7609304158762
Treatment A,Rep2,115.03617267752124
Treatment A,Rep2,144.1792668091849
Treatment A,Rep2,139.67965098239313
Treatment A,Rep2,139.7200016170637
Treatment A,Rep2,135.2612892560378
Treatment A,Rep2,131.96549489752942
Treatment A,Rep2,121.03467512814382
Treatment A,Rep2,134.90369354807436
Treatment A,Rep2,128.40239055805753
Treatment A,Rep2,125.96701851586097
Treatment A,Rep2,120.53876955176094
Treatment A,Rep2,140.85335028324212
Treatment A,Rep2,130.43476381970163
Treatment A,Rep2,107.20944278199892
Treatment A,Rep2,108.50413519452361
Treatment A,Rep2,135.09384093748253
Treatment A,Rep2,127.05664946238294
Treatment A,Rep2,114.72003659881389
Treatment A,Rep2,125.3573479560904
Treatment A,Rep2,141.48182311179218
Treatment A,Rep2,134.6081892517729
Treatment A,Rep2,134.54985492171977
Treatment A,Rep2,135.37182714739896
Treatment A,Rep2,151.91471705076958
Treatment A,Rep2,120.65168061341802
Treatment A,Rep2,119.23613236656702
Treatment A,Rep2,130.80943272742442
Treatment A,Rep2,127.1453928878201
Treatment A,Rep2,119.90722824583418
Treatment A,Rep2,138.09257755279074
Treatment A,Rep2,145.6399061231647
Treatment A,Rep2,115.64210712295804
Treatment A,Rep2,143.24558236573813
Treatment A,Rep2,127.878094426095
Treatment A,Rep2,125.19787460032882
Treatment A,Rep2,107.2998457971094
Treatment A,Rep2,118.9349335907729
Treatment A,Rep2,119.70522630152004
Treatment A,Rep2,118.9162970738102
Treatment A,Rep2,131.3886097256982
Treatment A,Rep2,121.74518440107849
Treatment A,Rep2,131.92245283024036
Treatment A,Rep2,124.49811546498701
Treatment A,Rep2,128.29664552852879
Treatment A,Rep2,141.4782404348043
Treatment A,Rep2,140.39136316164718
Treatment A,Rep2,117.20240382065182
Treatment A,Rep2,109.64370066069867
Treatment A,Rep2,133.10316973569832
Treatment A,Rep2,130.39870121806572
Treatment A,Rep2,111.27038925216254
Treatment A,Rep2,127.83115293153065
Treatment A,Rep2,133.55576163263964
Treatment A,Rep2,148.2847075887537
Treatment A,Rep2,139.60285155386546
Treatment A,Rep2,132.23655895312817
Treatment A,Rep2,139.34194469628775
Treatment A,Rep2,125.94176160623942
Treatment A,Rep2,135.51809098699326
Treatment A,Rep2,108.75265236023334
Treatment A,Rep2,132.8531518259907
Treatment A,Rep2,129.47359766124003
Treatment A,Rep2,124.59166803229822
Treatment A,Rep2,149.88714780709356
Treatment A,Rep2,135.55144657481065
Treatment A,Rep2,111.48121567138148
Treatment A,Rep2,141.00781319579355
Treatment A,Rep2,140.5396293246866
Treatment A,Rep2,101.15945335539229
Treatment A,Rep2,108.50029437759682
Treatment A,Rep2,120.77344681642084
Treatment A,Rep2,136.96862130961395
Treatment A,Rep2,125.78003275063733
Treatment A,Rep2,118.3491441396954
Treatment A,Rep2,123.7870513640326
Treatment A,Rep2,130.71853181731274
Treatment A,Rep2,125.08310381508838
Treatment A,Rep2,119.6685717588941
Treatment A,Rep2,119.11281074564886
Treatment A,Rep2,141.63473100736422
Treatment A,Rep2,137.62354469412332
Treatment A,Rep2,123.81613067190698
Treatment A,Rep2,135.50547046429602
Treatment A,Rep2,131.20433803986026
Treatment A,Rep2,129.36371116833357
Treatment A,Rep2,119.54570544199784
Treatment A,Rep2,98.64112576334637
Treatment A,Rep2,120.79802261140257
